Search keyword,Campaign,Ad group,Currency,Clicks,Impressions,Cost,CTR,Conv. value,Conversions,All conv.,Cost / conv.,Conv. value / cost
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,1099,1752,83.68,0.6273,8177.75,49.48,2373.48,1.69,97.73
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,292,6402,98.7,0.045599999999999995,110.45,1.5,182.5,65.8,1.12
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,2852,14742,373.53,0.1935,13347.68,83.18,4120.18,4.49,35.73
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,751,2273,106.2,0.33039999999999997,3903.53,26.8,1257.8,3.96,36.76
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,88,486,9.02,0.18109999999999998,668.56,17.97,187.97,0.5,74.12
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,218,2276,83.59,0.0958,597.98,3.11,114.11,26.86,7.15
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,103,411,12.44,0.2506,497.0,21.47,266.47,0.58,39.95
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,1095,6834,50.31,0.1602,10962.14,58.88,1617.88,0.85,217.89
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,228,1932,14.48,0.11800000000000001,931.33,7.83,378.83,1.85,64.32
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,542,5731,175.32,0.0946,181.33,1.0,113.0,175.32,1.03
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,449,5226,80.37,0.0859,985.68,5.25,579.25,15.31,12.26
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,72,213,8.09,0.33799999999999997,121.76,1.08,129.08,7.47,15.05
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,162,1129,14.27,0.1435,774.71,3.5,239.5,4.08,54.29
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,49,766,12.15,0.064,108.36,0.75,46.75,16.2,8.92
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,481,3441,66.7,0.1398,1383.02,8.31,588.31,8.03,20.73
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,8728,39353,972.61,0.2218,67122.13,297.31,15102.31,3.27,69.01
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,102,525,30.48,0.1943,300.33,2.7,231.7,11.29,9.85
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,69,251,6.04,0.2749,307.25,1.53,62.53,3.94,50.87
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,207,865,14.92,0.23929999999999998,919.79,6.95,244.95,2.15,61.65
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,58,146,7.66,0.3973,219.27,2.5,30.5,3.06,28.62
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,8,271,7.9,0.029500000000000002,173.56,1.0,15.0,7.9,21.97
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,57,499,9.88,0.1142,193.05,1.0,55.0,9.88,19.54
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,28,965,11.35,0.028999999999999998,289.8,1.29,22.29,8.83,25.53
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,28,204,1.09,0.1373,329.61,3.0,78.0,0.36,302.39
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,1142,44109,974.1,0.0259,457.88,2.44,651.44,398.92,0.47
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,17,225,6.04,0.0756,262.65,1.01,30.01,5.98,43.49
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,25,389,4.68,0.0643,19.93,0.67,19.67,7.02,4.26
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,102,1305,102.08,0.0782,1347.95,7.03,219.03,14.51,13.2
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,3,19,3.54,0.15789999999999998,255.7,1.0,8.0,3.54,72.23
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,2023,5836,243.23,0.34659999999999996,18591.37,124.89,4208.89,1.95,76.44
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,13,178,1.99,0.073,216.78,1.07,22.07,1.85,108.93
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,738,9810,82.72,0.07519999999999999,3420.46,18.63,750.63,4.44,41.35
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,113,505,14.81,0.2238,1777.54,8.11,197.11,1.83,120.02
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,155,2087,48.71,0.07429999999999999,982.53,6.31,245.31,7.71,20.17
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,113,782,28.3,0.1445,410.44,2.0,124.0,14.15,14.5
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,397,720,6.15,0.5514,3390.9,17.5,1143.5,0.35,551.37
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,180,1173,56.94,0.1535,1632.16,8.58,429.58,6.63,28.66
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,30,62,2.04,0.4839,48.87,1.67,38.67,1.22,23.95
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,7,39,4.77,0.1795,187.9,1.0,15.0,4.77,39.39
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,261,494,5.86,0.5283,3631.39,23.98,534.98,0.24,619.69
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,4427,26802,1209.16,0.16519999999999999,7142.51,49.13,4068.13,24.61,5.91
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,211,902,77.68,0.2339,554.72,3.34,168.34,23.25,7.14
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,273,5568,130.28,0.049,1041.27,5.01,201.01,25.99,7.99
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,113,529,12.21,0.21359999999999998,816.58,4.56,169.56,2.68,66.88
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,151,376,5.76,0.40159999999999996,655.06,3.0,196.0,1.92,113.73
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,58,198,12.23,0.2929,42.86,1.5,26.5,8.15,3.5
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,39,162,2.99,0.2407,964.25,3.73,86.73,0.8,322.49
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,325,2284,53.87,0.1423,821.21,5.27,511.27,10.23,15.24
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,553,3341,40.36,0.1655,5065.96,29.11,831.11,1.39,125.52
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,97,1957,18.68,0.0496,555.93,17.1,189.1,1.09,29.76
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,189,1190,38.52,0.1588,833.15,5.33,198.33,7.23,21.63
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,1193,5304,203.06,0.2249,2235.44,15.77,1367.77,12.88,11.01
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,6933,26230,1267.18,0.2643,27813.69,147.3,9136.3,8.6,21.95
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,105,1746,44.99,0.0601,248.14,1.33,90.33,33.74,5.52
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,260,2798,190.31,0.0929,1958.25,51.23,691.23,3.71,10.29
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,55,661,6.88,0.0832,32.48,1.1,82.1,6.25,4.72
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,112,377,10.13,0.29710000000000003,149.77,0.73,115.73,13.81,14.78
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,311,2137,78.26,0.14550000000000002,471.82,2.9,285.9,26.99,6.03
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,102,488,4.29,0.209,253.82,1.0,78.0,4.29,59.17
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,41,183,6.59,0.22399999999999998,249.8,1.5,39.5,4.39,37.91
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,4900,18835,192.61,0.2602,20165.48,109.07,5820.07,1.77,104.7
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,9814,49477,2450.13,0.1984,38083.26,263.22,13587.22,9.31,15.54
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,4058,19355,1086.65,0.2097,2596.46,14.9,2007.9,72.93,2.39
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,13,113,4.61,0.115,174.88,1.0,16.0,4.61,37.93
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,539,6359,56.63,0.0848,1457.99,7.57,661.57,7.48,25.75
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,329,7251,207.0,0.0454,2031.07,13.6,313.6,15.22,9.81
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,84,225,7.3,0.37329999999999997,85.19,0.53,69.53,13.69,11.67
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,45,807,4.64,0.0558,307.6,1.7,55.7,2.73,66.29
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,1709,3410,42.84,0.5012,4294.73,26.66,2225.66,1.61,100.25
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,373,15137,188.2,0.0246,3002.71,17.79,412.79,10.58,15.95
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,3182,19822,1129.61,0.1605,3216.04,16.86,1733.86,66.99,2.85
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,46,385,9.71,0.1195,197.16,1.67,85.67,5.83,20.31
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,518,5470,65.36,0.0947,2550.98,12.69,818.69,5.15,39.03
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,4745,28972,1266.9,0.1638,21578.16,117.45,5139.45,10.79,17.03
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,131,1306,39.23,0.1003,269.5,1.0,24.0,39.23,6.87
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,49,260,2.16,0.1885,270.18,2.17,78.17,1.0,125.08
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,263,1229,60.76,0.214,1520.25,18.49,363.49,3.29,25.02
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,205,2210,70.5,0.0928,1278.4,7.1,307.1,9.94,18.13
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,58,725,34.16,0.08,451.08,1.75,65.75,19.52,13.2
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,554,5325,55.33,0.10400000000000001,991.36,6.19,665.19,8.94,17.92
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,26,138,4.57,0.1884,459.42,3.06,60.06,1.49,100.53
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,209,673,4.38,0.3105,1079.5,6.23,365.23,0.7,246.46
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,1535,10861,632.53,0.1413,6480.64,34.38,2106.38,18.4,10.25
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,35,185,3.79,0.1892,85.31,3.09,52.09,1.23,22.51
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,117,571,18.23,0.20489999999999997,243.57,1.0,29.0,18.23,13.36
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,121,533,25.8,0.22699999999999998,287.28,1.6,84.6,16.12,11.13
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,2269,7161,86.21,0.3169,21458.02,112.75,4388.75,0.76,248.9
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,928,1914,21.38,0.48479999999999995,6567.6,43.21,1917.21,0.49,307.18
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,30,117,3.46,0.2564,241.57,1.0,144.0,3.46,69.82
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,91,1021,26.05,0.0891,185.59,1.0,77.0,26.05,7.12
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,3597,13595,515.05,0.2646,14330.82,84.07,4730.07,6.13,27.82
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,169,853,23.28,0.1981,1058.04,4.26,252.26,5.47,45.45
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,5090,41008,647.16,0.1241,16985.29,95.38,5747.38,6.78,26.25
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,33,101,1.59,0.3267,371.87,1.6,110.6,0.99,233.88
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,139,2328,36.85,0.059699999999999996,194.35,1.0,42.0,36.85,5.27
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,4366,26957,1784.04,0.162,21155.26,147.52,6757.52,12.09,11.86
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,491,790,8.39,0.6214999999999999,1342.61,5.74,549.74,1.46,160.02
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,114,715,8.72,0.1594,544.18,3.62,128.62,2.41,62.41
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,45,104,4.12,0.43270000000000003,940.17,4.76,81.76,0.87,228.2
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,40,123,2.3,0.32520000000000004,164.23,0.9,67.9,2.55,71.4
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,491,1730,56.86,0.2838,3376.77,25.81,1047.81,2.2,59.39
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,90,1064,78.4,0.08460000000000001,187.56,1.26,69.26,62.11,2.39
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,617,9128,213.9,0.0676,4064.04,26.99,721.99,7.92,19.0
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,248,683,13.61,0.36310000000000003,1701.46,10.67,492.67,1.28,125.02
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,267,3222,83.04,0.08289999999999999,266.5,1.0,76.0,83.04,3.21
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,91,448,35.43,0.20309999999999997,769.66,3.83,112.83,9.24,21.72
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,1002,2760,263.02,0.363,346.27,1.73,660.73,151.71,1.32
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,273,1407,32.19,0.19399999999999998,2275.87,12.12,297.12,2.66,70.7
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,142,1113,47.65,0.1276,203.02,1.16,119.16,41.1,4.26
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,529,2972,27.21,0.17800000000000002,4325.09,26.21,818.21,1.04,158.95
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,13399,89947,3208.99,0.149,47705.06,266.19,16047.19,12.06,14.87
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,458,1446,28.39,0.31670000000000004,1981.34,10.58,641.58,2.68,69.79
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,723,2468,82.19,0.2929,990.12,6.74,611.74,12.19,12.05
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,233,1164,20.55,0.2002,1079.73,5.17,295.17,3.98,52.54
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,123,1231,92.21,0.0999,1016.53,4.0,95.0,23.05,11.02
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,301,2730,112.32,0.1103,162.8,1.0,105.0,112.32,1.45
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,47,390,1.71,0.12050000000000001,455.28,3.0,83.0,0.57,266.25
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,302,1581,204.48,0.191,2078.79,15.98,597.98,12.8,10.17
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,8,1082,2.17,0.0074,152.95,0.6,13.6,3.62,70.48
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,54,312,12.41,0.17309999999999998,663.25,3.0,91.0,4.14,53.44
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,43,138,11.85,0.3116,348.7,2.0,51.0,5.92,29.43
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,44,707,15.39,0.0622,233.16,1.25,43.25,12.31,15.15
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,190,551,46.18,0.3448,178.93,1.0,101.0,46.18,3.87
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,49,770,17.76,0.0636,157.81,1.17,64.17,15.22,8.89
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,62,320,22.79,0.1938,133.95,0.67,7.67,34.18,5.88
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,15,391,9.9,0.0384,37.86,2.0,27.0,4.95,3.82
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,13,463,5.16,0.0281,23.85,1.0,13.0,5.16,4.62
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,5213,18996,318.24,0.27440000000000003,18159.72,102.65,6636.65,3.1,57.06
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,29,1049,12.51,0.0276,213.75,1.0,21.0,12.51,17.09
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,241,876,6.47,0.2751,1103.52,5.08,392.08,1.27,170.56
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,42,263,4.18,0.1597,37.92,0.67,29.67,6.27,9.07
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,568,8584,184.26,0.0662,214.46,1.0,220.0,184.26,1.16
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,103,291,3.72,0.354,630.65,3.0,124.0,1.24,169.53
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,628,7614,250.59,0.0825,264.81,3.84,219.84,65.31,1.06
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,104,1192,133.14,0.0872,161.67,8.67,154.67,15.36,1.21
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,419,662,12.83,0.6329,3783.82,17.17,880.17,0.75,294.92
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,94,1214,21.43,0.0774,282.0,1.5,160.5,14.29,13.16
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,171,1568,69.24,0.1091,223.5,1.0,232.0,69.24,3.23
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,151,860,28.9,0.17559999999999998,392.16,2.0,198.0,14.45,13.57
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,640,12026,630.26,0.053200000000000004,4213.63,24.49,445.49,25.74,6.69
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,13620,44714,848.24,0.3046,56645.25,312.06,18406.06,2.72,66.78
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,285,1420,33.37,0.2007,632.57,2.93,343.93,11.39,18.96
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,9,69,1.23,0.1304,169.85,1.0,21.0,1.23,138.09
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,434,2137,30.65,0.20309999999999997,1423.19,10.93,438.93,2.8,46.43
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,2070,5610,748.57,0.369,1055.99,6.0,1186.0,124.7,1.41
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,5,12,1.08,0.4167,262.24,2.0,4.0,0.54,242.81
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,176,901,32.44,0.1953,401.16,3.19,191.19,10.17,12.37
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,12,206,11.09,0.0583,173.73,0.75,2.75,14.79,15.67
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,757,3751,74.51,0.2018,2550.49,13.16,1068.16,5.66,34.23
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,51,423,15.88,0.1206,302.0,1.5,33.5,10.59,19.02
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,137,574,20.66,0.23870000000000002,1732.03,10.22,197.22,2.02,83.83
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,568,1719,86.31,0.33039999999999997,12280.26,33.13,973.13,2.61,142.28
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,37,105,3.11,0.35240000000000005,67.01,1.2,39.2,2.59,21.55
