Search keyword,Campaign,Ad group,Currency,Clicks,Impressions,Cost,CTR,Conv. value,All conv.,Avg. CPC,Conversions,Cost / conv.,Conv. value / cost
anonymized_keyword,anonymized_Service,anonymized_ad_group,USD,36,653,16.93,0.055099999999999996,518.24,2.0,0.47,2.0,8.46,30.61
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,18,164,22.7,0.10980000000000001,296.59,3.55,1.26,2.0,11.35,13.07
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,31,142,83.52,0.2183,2141.38,14.0,2.69,9.0,9.28,25.64
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,1,14,1.42,0.07139999999999999,492.35,1.0,1.42,1.0,1.42,346.73
anonymized_keyword,anonymized,anonymized_ad_group,USD,14,391,7.09,0.0358,99.0,1.0,0.51,1.0,7.09,13.96
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,27,92,9.82,0.29350000000000004,555.27,7.0,0.36,3.0,3.27,56.54
anonymized_keyword,anonymized_Service,anonymized_ad_group,USD,4,126,9.33,0.0317,233.74,1.0,2.33,1.0,9.33,25.05
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,43,289,52.56,0.14880000000000002,388.9,9.47,1.22,3.47,15.17,7.4
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,24,109,303.28,0.2202,1080.16,5.0,12.64,4.0,75.82,3.56
anonymized_keyword,anonymized_Service,anonymized_ad_group,USD,38,463,58.18,0.0821,211.18,2.8,1.53,1.0,58.18,3.63
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,21,194,217.48,0.1082,393.8,2.07,10.36,1.07,202.44,1.81
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,73,1410,78.42,0.0518,89.99,3.01,1.07,1.0,78.42,1.15
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,44,180,437.9,0.2444,1721.57,8.07,9.95,6.0,72.98,3.93
anonymized_keyword,anonymized_Service,anonymized_ad_group,USD,198,2039,177.75,0.0971,684.87,7.0,0.9,2.0,88.88,3.85
anonymized_keyword,anonymized,anonymized_ad_group,USD,4,19,1.63,0.21050000000000002,676.7,1.0,0.41,1.0,1.63,415.15
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,18,69,13.23,0.2609,451.14,6.0,0.74,2.0,6.62,34.1
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,58,279,355.0,0.2079,403.88,4.88,6.12,1.88,188.68,1.14
anonymized_keyword,anonymized_Service,anonymized_ad_group,USD,6,84,3.58,0.07139999999999999,608.78,2.0,0.6,2.0,1.79,170.05
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,9,54,32.58,0.16670000000000001,78.67,1.43,3.62,0.93,35.2,2.41
anonymized_keyword,anonymized_Brand,anonymized_ad_group,USD,2,28,19.74,0.07139999999999999,136.48,1.0,9.87,1.0,19.74,6.91
anonymized_keyword,anonymized_Generic,anonymized_ad_group,USD,23,113,23.69,0.20350000000000001,789.39,5.0,1.03,4.0,5.92,33.32
anonymized_keyword,anonymized_Service,anonymized_ad_group,USD,4,137,1.81,0.0292,230.36,1.0,0.45,1.0,1.81,127.27
anonymized_keyword,anonymized_Service,anonymized_ad_group,USD,70,1648,79.69,0.0425,297.0,7.0,1.14,3.0,26.56,3.73
